X,Z
532386E5,4990AD53
ECD79074,FFFFFFFF
D1D892A3,FFFFFFFF
261E9E66,330E7D42
740CB508,5A063409
DCCF5F29,FFFFFFFF
5E7087B0,4F2F76F3
F327D91B,FFFFFFFF
832F55C8,FFFFFFFF
19BA2039,2CDA48E4
6279A9CA,5132C3D1
7955F0E2,5CA57B82
64EB80B7,527589A0
89EC3AF7,FFFFFFFF
F47E467F,FFFFFFFF
57CFC7B9,4BE6A220
13082CE0,2984063E
5CD529B2,4E699A01
5E02B42B,4F015846
CD51BBFE,FFFFFFFF
69B9D347,54DA1BC0
8A44A0CC,FFFFFFFF
92D7FC5C,FFFFFFFF
E2ED8D2C,FFFFFFFF
2D4EEBC8,36A2BEAF
A84819E5,FFFFFFFF
4FA1FDE4,47CBA43E
86FF7F58,FFFFFFFF
D91497B5,FFFFFFFF
FC9B23F4,FFFFFFFF
2D6B26A7,36AD7DD7
DF984290,FFFFFFFF
A11F1B6B,FFFFFFFF
E820B395,FFFFFFFF
76C52320,5B60A61E
0632F2AD,23175858
053FD4D7,229CB2D1
F4E8F330,FFFFFFFF
548696FB,4A399EDB
9AD34F28,FFFFFFFF
7633E004,5B17BC94
EB187CD5,FFFFFFFF
F84CD0A5,FFFFFFFF
8222BBD3,FFFFFFFF
D323FDC2,FFFFFFFF
D3AF74D6,FFFFFFFF
5551CA85,4AA3DEA1
E9C6D619,FFFFFFFF
ADBC4CE6,FFFFFFFF
C61ECF05,FFFFFFFF
733239CF,59970A17
4B5C80F5,45A8005D
61512C6B,50A3A0D6
5D3EF309,4E9C567C
289779FE,3444EBD9
C75B5FA7,FFFFFFFF
0952E61B,24A44D3D
59BA24EC,4CDA4BA5
F872A4B6,FFFFFFFF
E5B3B0CE,FFFFFFFF
23A28154,31CBF6CB
8366AF0A,FFFFFFFF
60075A8E,5003A022
FAF54EA8,FFFFFFFF
05140EEE,2289AA11
BB46AB79,FFFFFFFF
486D4602,442E45D5
14288CF9,2A12E1EF
1A91CDFD,2D413308
ABDC2AC4,FFFFFFFF
19487107,2CA02D2F
67DE6538,53EE9B59
A3CE020F,FFFFFFFF
8E841021,FFFFFFFF
83CC00DB,FFFFFFFF
87E47F71,FFFFFFFF
F4472203,FFFFFFFF
57D89C6E,4BEB7BC0
0C333EC4,26177882
38DC8ED4,3C6D9E7C
EF235259,FFFFFFFF
BA7B9978,FFFFFFFF
B85AFA39,FFFFFFFF
098B8007,24BCF9EC
8CE96B98,FFFFFFFF
F257C86B,FFFFFFFF
4356D7F9,41A5D4C9
C9799156,FFFFFFFF
5D3648DF,4E98BFE4
45BCA781,42DBC32B
3DA1A1A9,3ECB6A3D
74005AE9,5A002D6C
E9DD4240,FFFFFFFF
C96B1618,FFFFFFFF
5423E3D2,4A10D668
0F31343D,27969B18
5FC75B0B,4FE1E8CC
23ECA5F3,31F6224E
831CC6DD,FFFFFFFF
57ED4FB0,4BF67A84
4385FCDD,41B93476
CE600DBC,FFFFFFFF
37CB5DEB,3BE42BBA
B1C92534,FFFFFFFF
992DDCA1,FFFFFFFF
3A321A75,3D16FCCD
86A292AC,FFFFFFFF
DC2CAAB9,FFFFFFFF
6696B591,53446C02
FC72042A,FFFFFFFF
15690B2E,2AACB663
BC58BEFE,FFFFFFFF
589BD8EE,4C47BDFE
F8807D0C,FFFFFFFF
04D4FC87,2269813F
9E93E5DF,FFFFFFFF
5D125BE4,4E88DF3B
2E6729E7,372C03AF
45EEA1B6,42F729D0
4ED6C3CE,476A7A4C
6BF7A090,55FBC75F
B8504CD6,FFFFFFFF
EF060203,FFFFFFFF
C494DE4D,FFFFFFFF
5B0F3FE8,4D87690A
C3C6E8F3,FFFFFFFF
B9BAEF20,FFFFFFFF
FDC3BE4F,FFFFFFFF
9A240566,FFFFFFFF
177AA6E4,2BB31E57
78D1D852,5C67C6C5
7E967F49,5F44489F
9EB90A92,FFFFFFFF
2AD9CBBC,356C2064
E6D24582,FFFFFFFF
14353CD0,2A184F6B
7F2F96AA,5F95EAF1
57EFA087,4BF7ADA3
AA5DDC5C,FFFFFFFF
65FCCFE9,52FE66AD
02B68A47,21582BFF
1CFCED6F,2E7E7587
39A50422,3CCD88A5
C03E405E,FFFFFFFF
C6DA29AC,FFFFFFFF
B12070D6,FFFFFFFF
B7A68397,FFFFFFFF
AEA37103,FFFFFFFF
F1B482CE,FFFFFFFF
EB438F31,FFFFFFFF
FDAF6FBB,FFFFFFFF
14FC3B17,2A7E1BC1
69494F5E,54A085ED
D24FA835,FFFFFFFF
89FE1C59,FFFFFFFF
5402FF0A,4A017D4D
63CCB696,51E4ECC3
C85E15AD,FFFFFFFF
398AC2C6,3CBC7990
67A1F89C,53CBA0EC
24676F5C,322C1D85
E33D4713,FFFFFFFF
184EEC0B,2C22BEC9
DC4F45F9,FFFFFFFF
BB845BDE,FFFFFFFF
0533CCBA,2297B471
0229A7D6,21135CFC
CADDA93A,FFFFFFFF
A5805AF0,FFFFFFFF
E357918A,FFFFFFFF
1EC731F8,2F61D185
D1658A2E,FFFFFFFF
F56E8A3E,FFFFFFFF
FD6DCE5E,FFFFFFFF
EF346630,FFFFFFFF
6646448A,531F4E3B
1BDA4EF1,2DEC6779
5140C1B4,489D1371
2E553FE1,372536FF
496B95B1,44ADA6C9
4BB66626,45D8169A
D8CB35AF,FFFFFFFF
A6BEDD67,FFFFFFFF
31DA0C8D,38EC4384
CA756852,FFFFFFFF
59D17B56,4CE79365
C25480B9,FFFFFFFF
0B3E804A,259C277C
90C5A4C0,FFFFFFFF
3AD81870,3D6B33F6
C9A2D2CB,FFFFFFFF
7DC8D1DB,5EE2BCC7
DF9CEBA2,FFFFFFFF
5BF10058,4DF86332
6AB97B4F,5559E81A
F5FDCB00,FFFFFFFF
4A6CD127,452E1AE6
DB1C681F,FFFFFFFF
AF115FE7,FFFFFFFF
D9B3B649,FFFFFFFF
6AB81C42,55591982
4A9CCF0E,45485B79
0F08822A,27842F8F
ABB73E6F,FFFFFFFF
A51B3345,FFFFFFFF
4E28841F,4712DE14
7B1EAB7D,5D8E8323
2B487070,35A02CF3
DD6848A4,FFFFFFFF
83041440,FFFFFFFF
6609651C,53049D43
93C74B0B,FFFFFFFF
715DAEB9,58A8732B
0327B9F6,219285E1
5F65F278,4FAB8FA8
B3D3FE06,FFFFFFFF
41C52188,40E0A535
B63A618D,FFFFFFFF
9D2DAD5C,FFFFFFFF
10656511,282B5AE0
49F97718,44FCB624
1D61B5B6,2EA9F91D
D5943F66,FFFFFFFF
A776F212,FFFFFFFF
E9CFAFE4,FFFFFFFF
543CCB55,4A1B73FE
AFD75E6F,FFFFFFFF
9AACF9E2,FFFFFFFF
3AD4447D,3D691C47
8B3B07C9,FFFFFFFF
1ED3CDE0,2F68DB1D
025D975B,21286A4A
9A7EF0E6,FFFFFFFF
764E38B0,5B227832
1B7A8F12,2DB315D4
8E04164D,FFFFFFFF
72606168,592978CA
23D7254A,31EAAF7D
DDB74BFB,FFFFFFFF
BE8DDAAD,FFFFFFFF
3BD87D2E,3DEB6AC2
111D3A5F,288DDCFF
5C92425B,4E418012
E8578F8B,FFFFFFFF
19CD9190,2CE56712
B6F7BBAD,FFFFFFFF
654CC03D,52A1E3A4
BDF6D5C9,FFFFFFFF
7D49B015,5EA0AC78
F1947F1D,FFFFFFFF
DB133435,FFFFFFFF
BF0D1CD6,FFFFFFFF
AFB012D2,FFFFFFFF
DA0111E0,FFFFFFFF
CE2083E8,FFFFFFFF
623FDE2B,511CB6A0
73C5AB8D,59E0F3CC
DDE59BFC,FFFFFFFF
558ECBAD,4ABF3205
CFF10EFC,FFFFFFFF
3BE18917,3DF04912
317CBC8E,38B3DCA0
AFB75941,FFFFFFFF
95C9981A,FFFFFFFF
7BB38135,5DD65DF3
18E85E8D,2C73E60E
D187A5D2,FFFFFFFF
895E8029,FFFFFFFF
B8067190,FFFFFFFF
28659E99,342B705C
56E514D0,4B722ABA
65A699D7,52CE84B4
6DEED3FD,56F743D8
B0288852,FFFFFFFF
AC700281,FFFFFFFF
F3492CC1,FFFFFFFF
C1ABFA0C,FFFFFFFF
277ABF46,33B3270D
1F0A0AD4,2F84ED25
22AFEB78,31543733
4C549A27,4624F6BF
AAA86105,FFFFFFFF
4FE3D297,47F1802E
4340B273,419D0D39
877AD22A,FFFFFFFF
82E9C14B,FFFFFFFF
5AC0DD29,4D5E3362
B66CCB65,FFFFFFFF
5C9BD7BD,4E47BD3A
A39B73FC,FFFFFFFF
259381BF,32C252E6
6AFB9C6F,557DCBCA
38FA7917,3C7D38AF
5A53275D,4D2466A6
11126419,2888E312
EB8F1CE8,FFFFFFFF
167B1172,2B334466
C4E1C12A,FFFFFFFF
38A587A7,3C4DDA7D
7C330DC1,5E1763CB
7CF26D45,5E791EF9
150DB802,2A86AF51
6978091E,54B22E66
6C76D378,5631BF0B
18EBC9B9,2C75AFAC
838BCD47,FFFFFFFF
4C6BED3D,462DC70A
EBED63E8,FFFFFFFF
16AC22A3,2B51EBA9
1C3BB4CA,2E1B0127
700BC2A5,5805C03F
0DBEE645,26DD10F3
103370D5,28178DA8
703FDCB4,581CB607
8FFF0310,FFFFFFFF
69676CF9,54AC1CA1
582136D5,4C0FA67B
94DCD551,FFFFFFFF
21FDEF38,30FEF713
95ED7E5C,FFFFFFFF
2D4B8699,36A16776
950347F7,FFFFFFFF
95E15DC9,FFFFFFFF
BB4E76BB,FFFFFFFF
21B21A18,30D58719
2AF0FA5C,3578601D
62088D80,5104350C
7F48E438,5FA05B2F
4072279C,40300E66
68D36AEF,5468A4B3
76B60AFC,5B57E093
B6C0FA2C,FFFFFFFF
327D01B9,3933F53B
D2E37932,FFFFFFFF
2AB1EF03,35556D45
6B91217B,55C0C09C
8808A28D,FFFFFFFF
E6E61DA7,FFFFFFFF
08E4DD2E,24720D51
1F721790,2FB00891
70111FB3,58084B12
838CD20A,FFFFFFFF
C94EFCFF,FFFFFFFF
7D7BA56B,5EB37932
47330BEE,43976305
D738E5DB,FFFFFFFF
F27A4425,FFFFFFFF
541BECB8,4A0D4628
E39DB734,FFFFFFFF
F72F829E,FFFFFFFF
18153C7C,2C0A35FB
2B2FDC5C,359608AF
0C584360,262660CE
288BBC3A,343D22AE
0508FB73,22846A3B
9AC17B11,FFFFFFFF
3BEF30B5,3DF773D2
2C9BD808,3647BD6A
D0676E4B,FFFFFFFF
4303F36B,4181F5DD
726F4D66,592F042B
EF4A9F5A,FFFFFFFF
873C0D90,FFFFFFFF
E576F8D1,FFFFFFFF
90AE091D,FFFFFFFF
5DB20425,4ED579F1
E9EFB517,FFFFFFFF
5174C169,48B0FFC9
C60433BA,FFFFFFFF
FE2744AF,FFFFFFFF
746D48B8,5A2E46D4
6E31634E,5716AF17
31C27866,38DF1FCA
6D64093B,56AAD8C5
A4F9C26D,FFFFFFFF
C0FD56F6,FFFFFFFF
BFF2E345,FFFFFFFF
22859934,3138EF88
A72BAEFA,FFFFFFFF
902CC34C,FFFFFFFF
C7837618,FFFFFFFF
0D72890C,26B031CE
4C83E926,4637C38B
634B34FE,51A14717
CA272111,FFFFFFFF
67EE3679,53F6F240
F7C9A533,FFFFFFFF
65EE304B,52F6EF0C
C5A05B5A,FFFFFFFF
C1A9514A,FFFFFFFF
313E68C7,389C1DD8
54265AAC,4A11EC20
DA843D6D,FFFFFFFF
F5D14F15,FFFFFFFF
FC9243C9,FFFFFFFF
D00DF84B,FFFFFFFF
7C447A4D,5E1E95B8
7F63CA4A,5FAAC12F
5643E5B7,4B1E59B5
5FF225F5,4FF8FA52
459572B0,42C39929
D08B0063,FFFFFFFF
4FBBE788,47DB533E
A2A09A6A,FFFFFFFF
1E15339B,2F0A31DE
614A8709,50A10200
FDA7D268,FFFFFFFF
C80F206D,FFFFFFFF
24F34532,32798DD2
35D526DF,3AE99874
6EC54FC8,5760BF8E
D4D65CB6,FFFFFFFF
6E996885,57462C47
FA7B8155,FFFFFFFF
BE85AA02,FFFFFFFF
A404A0BC,FFFFFFFF
85721454,FFFFFFFF
68C7B2C7,54621A7D
01FCBAF9,20FE5C24
D57B2475,FFFFFFFF
C1FB411C,FFFFFFFF
0E99827D,27463D0C
2ACA0BB8,35636DB1
34862B4B,3A39548A
7C292779,5E132531
67F6E446,53FB6794
C9BDFC42,FFFFFFFF
08228BED,24103E23
BB185A7E,FFFFFFFF
215C61D8,30A7F482
D9BE7638,FFFFFFFF
9387942B,FFFFFFFF
DAA38E63,FFFFFFFF
71A36DBD,58CC8AF2
CEC17B84,FFFFFFFF
EBC0FD3E,FFFFFFFF
F918BB4E,FFFFFFFF
87521487,FFFFFFFF
B5D192F9,FFFFFFFF
3DC2DEE8,3EDF5A90
7E787CCC,5F3257EE
43D49694,41E94956
8A4C7B3D,FFFFFFFF
3F1622CB,3F8AA077
A2F5D298,FFFFFFFF
FD0F40F8,FFFFFFFF
CCC452C9,FFFFFFFF
DCF5DA96,FFFFFFFF
84FEC059,FFFFFFFF
52178169,490B41F8
89F8F45F,FFFFFFFF
E471B937,FFFFFFFF
E8215ADE,FFFFFFFF
B1B6C77E,FFFFFFFF
8C03ECF3,FFFFFFFF
425D614F,412855BF
C924583D,FFFFFFFF
9B06F979,FFFFFFFF
1F4D6320,2FA223FC
9003959B,FFFFFFFF
7D78CE2C,5EB27520
24AC9C2D,325235B8
8CC309A6,FFFFFFFF
811A459B,FFFFFFFF
7993DF65,5CC2908B
72ECCE3A,5976373F
39A84E54,3CCF928D
FD8DEF9F,FFFFFFFF
4B5019F7,45A3355A
0A544DE5,2524D927
8C183034,FFFFFFFF
5970064E,4CAF47BC
676B396F,53AD84C5
941DDE8E,FFFFFFFF
94B876F3,FFFFFFFF
E11D44DA,FFFFFFFF
48E1B045,44705DF0
D70A1C7E,FFFFFFFF
4B563398,45A5954C
474A04D8,43A0CE38
3CC5F8BC,3E611FB2
51B5E40F,48D7C97D
9FA150D9,FFFFFFFF
AD8556EA,FFFFFFFF
F1AC48F1,FFFFFFFF
8A92E88B,FFFFFFFF
AC3EB02A,FFFFFFFF
FFB40A9E,FFFFFFFF
0044A7C5,201EA810
CEFE1448,FFFFFFFF
C6BE6B2C,FFFFFFFF
D86C24F4,FFFFFFFF
EFC3ED71,FFFFFFFF
9CE07727,FFFFFFFF
61DCC401,50EDBB1F
8EF7EB1B,FFFFFFFF
E26F0872,FFFFFFFF
0C3DF710,261BEF33
D91626CB,FFFFFFFF
35000FD2,3A8007E9
565A5B74,4B272E85
80E370DF,FFFFFFFF
95C82002,FFFFFFFF
34B56C65,3A578276
277029DB,33AF54B6
9728A8A8,FFFFFFFF
99A5C5E9,FFFFFFFF
95F635BD,FFFFFFFF
10CEB6D4,28660A7A
A36692A6,FFFFFFFF
68FA3853,547D17F0
D934B1B0,FFFFFFFF
F14029E2,FFFFFFFF
D992F15A,FFFFFFFF
49AA1A71,44D0AD87
F38E7229,FFFFFFFF
44A291F3,424C0139
A173AFD2,FFFFFFFF
E1F2DB76,FFFFFFFF
3625DE7E,3B11B59F
CD3FFF4E,FFFFFFFF
586EE856,4C2EDF32
76E101AC,5B7000E4
80D2E2E4,FFFFFFFF
DAC6AB52,FFFFFFFF
2FF13827,37F87FF3
180E1C6A,2C06DEFF
DFE7F333,FFFFFFFF
3B49B96D,3DA0B031
58FDAC35,4C7ED56C
61372750,50991CFB
E7FE8A16,FFFFFFFF
BD3E4D88,FFFFFFFF
77F4FE70,5BFA6FBE
E3497697,FFFFFFFF
52470650,491F9C00
D5FC4EA3,FFFFFFFF
A9824D1C,FFFFFFFF
F1BF8BB5,FFFFFFFF
3095ECF4,3843E91B
E60CEDD5,FFFFFFFF
5DBC5FF5,4EDB997B
F444797A,FFFFFFFF
F199109B,FFFFFFFF
86DAD77E,FFFFFFFF
7EC4AE21,5F60636A
32D23E6A,3967FF20
97A0F022,FFFFFFFF
BAADD6E0,FFFFFFFF
08292AD6,241326A8
A9E07957,FFFFFFFF
556B293A,4AAD7ECB
38421D79,3C1DA0E3
A5562321,FFFFFFFF
8A90ABCD,FFFFFFFF
582D0C3B,4C14D443
BC7AB6D0,FFFFFFFF
472BC462,43944704
93E54061,FFFFFFFF
DDD51F1A,FFFFFFFF
2AFD5261,357EA84A
ED2FF395,FFFFFFFF
51E45DDF,48F1C9F5
9DD559EF,FFFFFFFF
8956160F,FFFFFFFF
E115A61F,FFFFFFFF
C46E880D,FFFFFFFF
EE18F5D8,FFFFFFFF
6CB836C5,56592923
48D32CCB,44688280
CCBCA932,FFFFFFFF
102FDBCB,28160871
D25ACE1F,FFFFFFFF
1229629B,29133EE7
4C58D425,46269875
EA4451D0,FFFFFFFF
F6E137F8,FFFFFFFF
73B931A4,59D9BCD0
4EB7A737,4758D476
2E8DA106,373E69AB
E30BA358,FFFFFFFF
5584AE9D,4AB84CE3
4A3E3292,451C079E
3174CAF7,38B1033D
3DB21E62,3ED589AC
2AE41689,3571A42E
5D998EF4,4EC64518
35D7C169,3AEB0494
3673022C,3B305DC8
7C7C3C94,5E33AF11
FFBBAF28,FFFFFFFF
E3B7B5F3,FFFFFFFF
A30252E0,FFFFFFFF
FD2FB5AF,FFFFFFFF
7812C7C6,5C0911A4
C89DDD19,FFFFFFFF
DB8A7B94,FFFFFFFF
7DF1485C,5EF8884C
393206FF,3C96F48D
E13401BC,FFFFFFFF
7F5A697D,5FA733E4
EE0747F9,FFFFFFFF
9DD34B17,FFFFFFFF
D1BA6510,FFFFFFFF
47D2845B,43E825B3
682538BD,54116CBF
7C444F9B,5E1E847C
C8094964,FFFFFFFF
42BAA3BB,415A95F4
7AC5DD93,5D611041
9D0D4A3B,FFFFFFFF
24BF24B2,325D3515
09AF25AE,24D3BFC5
321964C7,390C1F6D
2329BED7,319366F9
6D8B2DF7,56BCC24E
AFAACA9B,FFFFFFFF
E6A68186,FFFFFFFF
01F225B6,20F8FA32
931A1E31,FFFFFFFF
68112B48,54085082
9B9B7BFD,FFFFFFFF
90D7C8FB,FFFFFFFF
D7C5C6DA,FFFFFFFF
380D2C75,3C066CF1
A751D7EB,FFFFFFFF
7ED3C5DD,5F68D6B5
6D8DD4B8,56BE8C68
39E03F4F,3CEF9925
091E5D47,248E5FFF
A286C773,FFFFFFFF
9D562909,FFFFFFFF
9650664C,FFFFFFFF
0DEF8164,26F79D8B
8D2CDA06,FFFFFFFF
903A7B3E,FFFFFFFF
DD90476E,FFFFFFFF
5E492697,4F2075AA
E92A3E5F,FFFFFFFF
FD1420D6,FFFFFFFF
0B07F344,2583EA4D
567ADB92,4B333129
50671A18,482BFDCD
D9649B7F,FFFFFFFF
342709F9,3A1238EE
2BB05085,35D4741D
B3D1DA31,FFFFFFFF
6A78B94F,55326DA4
A15D78A8,FFFFFFFF
617A360F,50B2F602
FDA32399,FFFFFFFF
16F6B73F,2B7B50A6
E6C6D931,FFFFFFFF
6F784F9F,57B247B7
EC8F2888,FFFFFFFF
A24F379E,FFFFFFFF
D1E262AB,FFFFFFFF
8BAA8EC2,FFFFFFFF
F909C38A,FFFFFFFF
D693E7D3,FFFFFFFF
F869346E,FFFFFFFF
2AA9606E,35503B4F
2E16DD5F,370AF680
D46C5443,FFFFFFFF
A8F1194F,FFFFFFFF
22645C25,312AF7D1
619CBD72,50C85039
BD63CE2F,FFFFFFFF
2C09A97F,3604BE40
665A57CC,53272D1E
8FD4C0B9,FFFFFFFF
C004C024,FFFFFFFF
5118BF5D,488BD3CB
F5820F1C,FFFFFFFF
E06608C2,FFFFFFFF
13CDCDB8,29E588A0
5438E952,4A19D8A2
034996AF,21A0A25A
2861B0FF,3429F756
DEE7B1BF,FFFFFFFF
C2A4E2F4,FFFFFFFF
2581B0BB,32B635EF
57048434,4B823D17
41BFD20B,40DD994D
DD09E60B,FFFFFFFF
FF687158,FFFFFFFF
C791DB89,FFFFFFFF
F9389E00,FFFFFFFF
E8232893,FFFFFFFF
096ACF8F,24AD5DB4
15F4C89B,2AFA5439
F6C5087B,FFFFFFFF
958A9840,FFFFFFFF
D2D8F337,FFFFFFFF
5A9B57D0,4D476B2F
FE5A8843,FFFFFFFF
94D4C5B2,FFFFFFFF
FAC290F6,FFFFFFFF
9B03EEE3,FFFFFFFF
A27BDA04,FFFFFFFF
245CDD57,3228238B
2CE48B6E,3671E212
CD098260,FFFFFFFF
C162C02E,FFFFFFFF
3213B567,3909806B
976EE5B8,FFFFFFFF
7DBE9BB9,5EDCE5C5
293EF5FF,349C57B2
EDAD1E27,FFFFFFFF
09B8FA2A,24D99C31
1AD7F678,2D6B2178
1F31DEC4,2F96E37E
D8CB73F1,FFFFFFFF
E2087D83,FFFFFFFF
DE7011E5,FFFFFFFF
C1639EAD,FFFFFFFF
4A6A71D6,452D3B17
B3162C1D,FFFFFFFF
12A6FF3F,294EC385
09D13A59,24E76F77
682B4229,54140EC5
E4F9581F,FFFFFFFF
A0D91A7B,FFFFFFFF
58A3AC6B,4C4CB227
0A05EA9A,2502ECBF
2B94981B,35C309EA
764A9B76,5B210A1E
CDF91D3F,FFFFFFFF
5901F225,4C80F822
9C9A3212,FFFFFFFF
48D2A803,4468395B
24893364,323B6990
300F0049,38074AF5
1CB5BF4A,2E57B3AC
8667550C,FFFFFFFF
EEEF85E0,FFFFFFFF
174A11BB,2BA0D359
61DBED7F,50ED4784
4324D8BC,41914278
62FD28D7,517E9368
7A3D7530,5D1BB9DC
4F798F90,47B2BA6D
588835B0,4C3ABBF9
B7A48DE9,FFFFFFFF
B24E1453,FFFFFFFF
BEF0ED2D,FFFFFFFF
42E23668,4170A554
390196C3,3C80CAC1
F958AA6B,FFFFFFFF
9110BFE0,FFFFFFFF
936C0B42,FFFFFFFF
2CE70D12,367334B0
55430ED3,4A9E02C3
FEA9394D,FFFFFFFF
5D35D97B,4E989132
51F7CC5E,48FBDDA3
4724B06D,439130B5
20AC13BA,3051E291
1A137118,2D09609C
C3E2B7F2,FFFFFFFF
140FEA68,2A07B988
09B02AFD,24D45D7F
5D8E2FEB,4EBEC9A2
B84693A2,FFFFFFFF
9304D4C8,FFFFFFFF
DC2C620D,FFFFFFFF
F8026775,FFFFFFFF
FDF218F3,FFFFFFFF
0AC8E104,2562C556
1408C597,2A045031
0156779F,20A5AF95
5938201A,4C9984D6
2BC5A93E,35E0F27B
A4964986,FFFFFFFF
A31F5FD0,FFFFFFFF
5247EE69,491FF8F6
4E404170,471CDF25
2391C486,31C12CC3
14442321,2A1E7286
8C09B24A,FFFFFFFF
E9CFA5B4,FFFFFFFF
B4092121,FFFFFFFF
CC073253,FFFFFFFF
B0858B31,FFFFFFFF
716414BB,58AADD14
9F969234,FFFFFFFF
E3124D0B,FFFFFFFF
3A226346,3D102C18
26C7ABFD,336216A5
63247894,51911815
9ACB0ACF,FFFFFFFF
5089ECEA,483BE81B
3D18BCDC,3E8BD2A6
17557D05,2BA54EAC
38A61AF7,3C4E3602
CC55448E,FFFFFFFF
3E153E5C,3F0A36D9
55195ADA,4A8C1AE4
D47D2005,FFFFFFFF
679DE155,53C90A66
39DF51E2,3CEF1A2C
9164014F,FFFFFFFF
16B44D55,2B56D7B3
C0091B7F,FFFFFFFF
397E492B,3CB4698A
4EEC8549,47761151
AAC3D23E,FFFFFFFF
DB4A86E7,FFFFFFFF
736D8428,59AE5CA6
7C3F25D0,5E1C6B44
9231DD93,FFFFFFFF
BACE29DF,FFFFFFFF
84E9F22B,FFFFFFFF
CB208AF1,FFFFFFFF
122E0A4B,2915415B
05C533B2,22E0AF8E
042CAE4D,2214ABD9
73D27E4A,59E8225B
044FEFA3,222324BF
B0194381,FFFFFFFF
795E45C5,5CA8AC84
3E353918,3F184DDB
B07F3A1D,FFFFFFFF
7016F2FB,580B0073
EFE0E413,FFFFFFFF
B9B33D76,FFFFFFFF
90C56BC2,FFFFFFFF
412D76E8,4095021B
8C652867,FFFFFFFF
4B0FA091,458796B2
F29B7272,FFFFFFFF
8E41E7CF,FFFFFFFF
68B393E5,5456691B
47B7B0B9,43D8DA12
779619C0,5BC4065E
410FC5F7,4087A858
A0C36141,FFFFFFFF
7796A9EE,5BC4646D
1D40E470,2E9D2197
12E3CDDF,29717DAE
B5178573,FFFFFFFF
D936764F,FFFFFFFF
2FE8E5E3,37F42D0A
F1497CFC,FFFFFFFF
58CE2EFD,4C65BED8
E55B33A5,FFFFFFFF
BF1B91FB,FFFFFFFF
3FC98D47,3FE3267D
B62D8D3E,FFFFFFFF
43565235,41A5A121
FDFEA7A0,FFFFFFFF
176A25B4,2BAD1EF4
3B45E259,3D9F26C3
B19498F6,FFFFFFFF
5B2521E2,4D9162AF
A25F2C0C,FFFFFFFF
7B15C3E4,5D8A74A0
C9143450,FFFFFFFF
5AA123A7,4D4B1AE3
B86956B4,FFFFFFFF
A9A37FCC,FFFFFFFF
E6796B65,FFFFFFFF
0E2B3461,271408CF
F038F6C6,FFFFFFFF
4B94C56E,45C327A6
8F1A6216,FFFFFFFF
8ADFB218,FFFFFFFF
9B25D0B4,FFFFFFFF
7DA1EB82,5ECB98B0
3305A206,3982C940
98FC6F73,FFFFFFFF
09AB467D,24D16541
6F96D9DD,57C483A8
6DBC8060,56DBAC60
9A103225,FFFFFFFF
5B094428,4D848D5B
10739E83,2830967B
114247CF,289DB213
63DE9FAB,51EEBAB2
59696025,4CACD5DC
C456C898,FFFFFFFF
D285BA1E,FFFFFFFF
3EC9B1B7,3F633B04
5481A352,4A362C83
CE0D134B,FFFFFFFF
75DCE25D,5AEDCB77
215F12AC,30A8FA32
130B69C2,298595B0
BCFF83A7,FFFFFFFF
6D9E5C5D,56C958AC
86905905,FFFFFFFF
B73358FE,FFFFFFFF
06E77795,23736CB9
8F09C25E,FFFFFFFF
3A5757B8,3D26060F
31D45961,38E927BF
A9C6012C,FFFFFFFF
206D12C3,302E3302
B1A10B3E,FFFFFFFF
8CAE604A,FFFFFFFF
3A427FC0,3D1DC8C5
FE2B6C28,FFFFFFFF
47BDE0B5,43DC794C
DAC777E7,FFFFFFFF
715394E9,58A49146
928B2E28,FFFFFFFF
0BB95562,25D9D1D2
14F083BC,2A7822F3
F773D8EC,FFFFFFFF
0EA36986,274C884F
B0C1CA9B,FFFFFFFF
6F303035,57962C6F
1FF36383,2FF99D5E
BB3492AB,FFFFFFFF
855D9D3A,FFFFFFFF
802FC6E6,FFFFFFFF
5E8F30FA,4F3F75CA
1881AFD5,2C36354D
8E49F033,FFFFFFFF
8D7F9211,FFFFFFFF
CEFEFD9C,FFFFFFFF
60FD5EA0,507EAE71
0BB84E97,25D9372D
C45A01F3,FFFFFFFF
F0B25B60,FFFFFFFF
5BCC0BE4,4DE48D3E
396F80BA,3CAF16EF
8D640C6B,FFFFFFFF
9755A9D8,FFFFFFFF
13FD3C19,29FE9D16
0D71271C,26AFB10F
73C812AB,59E250BF
6CCD4D38,566540ED
EB44719E,FFFFFFFF
26B5C9EF,3357B9FD
43D05858,41E6F256
13AEA9A1,29D374BB
284E3655,34227744
305E4F45,3828B01F
188CED1B,2C3DF093
C15F8CBB,FFFFFFFF
69E4A4C3,54F1EF79
9DBB6299,FFFFFFFF
BA0000AA,FFFFFFFF
B3E98B83,FFFFFFFF
45AB83CC,42D18AB8
C01D264B,FFFFFFFF
66D1D613,5367C587
F75B5855,FFFFFFFF
607F3190,5034BBE8
E2F8CB5E,FFFFFFFF
3111A98C,38888BBE
077FD3E1,23B4F559
5A4522F6,4D1ED9BA
4A6BA993,452DAE1D
9DA60DE7,FFFFFFFF
4E3EA061,471C34A2
C5D630F1,FFFFFFFF
78F6A321,5C7B4667
8B062FFF,FFFFFFFF
4182CCAB,40B6FCF8
8AAC16A5,FFFFFFFF
56573A2C,4B25FAAB
26C51BE3,3360A1FE
DA2A7E36,FFFFFFFF
D52E3B28,FFFFFFFF
AD914A50,FFFFFFFF
2A8E5C91,353EE794
